month,sector,num_new_house_transactions,area_new_house_transactions,price_new_house_transactions,new_house_transaction_amount,area_per_unit_new_house_transactions,total_price_per_unit_new_house_transactions,num_new_house_available_for_sale,area_new_house_available_for_sale,period_new_house_sell_through,yr,m
2021-Aug,sector 5,2,198,40995,811.7,99,405.85,,,,2021,8
2021-Aug,sector 6,573,53399,20883,109581.2,92,191.91,4153.0,394008.0,9.3,2021,8
2021-Aug,sector 7,25,5784,52267,30233.07,231,1209.32,262.0,35748.0,8.81,2021,8
2021-Aug,sector 8,36,5198,13640,6371.4,133,182.04,1470.0,200493.0,36.93,2021,8
2021-Aug,sector 9,4,807,83913,6775.12,202,1693.78,64.0,9472.0,7.37,2021,8
2021_Aug,sector 10,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 11,51,5616,16415,9219.05,110,180.77,1393.0,159002.0,33.76,2021,8
2021-Aug,sector 12,2,244,38476,938.82,122,469.41,21.0,2469.0,0.93,2021,8
2021-Aug,sector 13,122,11581,44209,51198.64,95,419.66,769.0,74265.0,4.94,2021,8
2021_Aug,sector 14,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021_Aug,sector 15,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 16,5,588,76698,4511.36,118,902.27,242.0,32202.0,7.91,2021,8
2021-Aug,sector 17,27,2979,43339,12909.27,110,478.12,288.0,28981.0,23.18,2021,8
2021-Aug,sector 18,46,5221,32801,17125.65,114,372.3,999.0,95464.0,15.89,2021,8
2021_Aug,sector 19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 20,88,11716,50046,58634.47,133,666.3,391.0,51164.0,3.35,2021,8
2021-Aug,sector 21,11,782,53434,4180.12,71,380.01,112.0,14550.0,9.99,2021,8
2021-Aug,sector 22,2,178,62671,1117.49,89,558.74,14.0,1387.0,0.41,2021,8
2021-Aug,sector 23,21,2442,65567,16008.89,116,762.33,302.0,38340.0,11.62,2021,8
2021-Aug,sector 24,19,2471,58733,12822.03,121,712.34,284.0,28277.0,5.69,2021,8
2021-Aug,sector 25,152,20240,24920,47284.61,127,317.35,907.0,118874.0,5.3,2021,8
2021-Aug,sector 26,12,1271,50438,6411.68,106,534.31,382.0,37302.0,4.91,2021,8
2021-Aug,sector 27,22,2612,33369,8715.09,119,396.14,364.0,42566.0,12.07,2021,8
2021-Aug,sector 28,9,1365,39504,5392.35,152,599.15,108.0,7799.0,1.4,2021,8
2021-Aug,sector 29,49,5107,51683,26394.24,104,538.66,558.0,53939.0,8.1,2021,8
2021-Aug,sector 30,23,7125,72336,51536.82,310,2240.73,305.0,77345.0,12.41,2021,8
2021-Aug,sector 31,210,21630,17316,37455.66,103,178.36,2149.0,254627.0,6.58,2021,8
2021_Aug,sector 32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 33,21,1029,38842,3996.42,49,190.31,10.0,2466.0,3.07,2021,8
2021-Aug,sector 34,14,2117,42666,9031.16,151,645.08,8.0,1353.0,0.19,2021,8
2021-Aug,sector 35,187,17743,26138,46376.33,95,248.0,1884.0,181086.0,7.19,2021,8
2021-Aug,sector 36,27,2666,49435,13180.74,99,488.18,292.0,29196.0,7.25,2021,8
2021-Aug,sector 37,7,2326,101523,23613.25,332,3373.32,216.0,47775.0,17.52,2021,8
2021-Aug,sector 38,23,3265,87459,28557.01,142,1241.61,300.0,40683.0,2.34,2021,8
2021-Aug,sector 39,5,734,15246,1119.52,147,223.9,32.0,5035.0,9.11,2021,8
2021-Aug,sector 40,1,90,54941,494.47,90,494.47,2.0,189.0,1.8,2021,8
2021_Aug,sector 41,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 42,454,46555,27097,126153.08,103,277.87,1829.0,184698.0,11.2,2021,8
2021-Aug,sector 43,146,13874,54907,76178.54,95,521.77,727.0,75688.0,5.22,2021,8
2021-Aug,sector 44,24,4580,107571,49264.29,191,2052.68,169.0,35607.0,7.51,2021,8
2021-Aug,sector 45,85,10256,27331,28031.3,121,329.78,1906.0,237651.0,13.81,2021,8
2021-Aug,sector 46,95,11011,16091,17592.48,116,187.15,1001.0,149023.0,14.97,2021,8
2021-Aug,sector 47,243,22546,26506,59761.4,93,245.93,2030.0,192044.0,6.77,2021,8
2021-Aug,sector 48,24,4656,43863,20422.6,194,850.94,428.0,114292.0,16.83,2021,8
2021-Aug,sector 49,5,488,9094,443.45,98,88.69,114.0,12020.0,30.09,2021,8
2021-Aug,sector 50,102,9438,20748,19582.43,93,191.98,1822.0,175751.0,8.67,2021,8
2021-Aug,sector 51,242,26145,28780,75244.43,108,310.93,485.0,52192.0,1.8,2021,8
2021_Aug,sector 52,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021_Aug,sector 53,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 54,58,8893,67410,59946.09,153,1033.55,513.0,72766.0,10.21,2021,8
2021-Aug,sector 55,954,96771,24374,235874.29,101,247.25,4893.0,529832.0,5.23,2021,8
2021-Aug,sector 56,158,14286,17088,24412.37,90,154.51,993.0,91930.0,9.21,2021,8
2021-Aug,sector 57,85,10041,29734,29856.08,118,351.25,1144.0,141028.0,6.19,2021,8
2021-Aug,sector 58,2,272,10516,286.04,136,143.02,12.0,1188.0,5.84,2021,8
2021-Aug,sector 59,88,9657,33946,32781.44,110,372.52,2417.0,241659.0,31.57,2021,8
2021-Aug,sector 60,158,16017,32864,52637.85,101,333.15,2110.0,204244.0,19.31,2021,8
2021-Aug,sector 61,218,21186,44694,94691.04,97,434.36,2536.0,294679.0,19.73,2021,8
2021-Aug,sector 62,19,2755,41651,11475.58,145,603.98,85.0,11861.0,4.64,2021,8
2021-Aug,sector 63,12,1135,72745,8253.65,95,687.8,30.0,2527.0,2.82,2021,8
2021-Aug,sector 64,6,1071,49058,5251.71,178,875.28,26.0,5556.0,5.54,2021,8
2021-Aug,sector 65,31,5228,81834,42781.29,169,1380.04,309.0,52057.0,9.83,2021,8
2021-Aug,sector 66,79,7870,51329,40397.14,100,511.36,1415.0,145033.0,8.31,2021,8
2021-Aug,sector 67,21,2286,26986,6168.76,109,293.75,1399.0,183757.0,68.92,2021,8
2021-Aug,sector 68,152,15566,15120,23534.78,102,154.83,2003.0,237218.0,15.34,2021,8
2021-Aug,sector 69,23,3012,11730,3533.38,131,153.63,827.0,114057.0,22.02,2021,8
2021-Aug,sector 70,16,1707,13978,2386.16,107,149.13,434.0,50992.0,20.17,2021,8
2021-Aug,sector 71,11,1209,41212,4982.93,110,452.99,273.0,28201.0,2.93,2021,8
2021-Aug,sector 72,4,2422,12962,3139.48,606,784.87,267.0,84631.0,35.73,2021,8
2021-Aug,sector 73,4,707,86509,6116.16,177,1529.04,150.0,19136.0,12.28,2021,8
2021_Aug,sector 74,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 75,8,751,22381,1681.01,94,210.13,166.0,17226.0,20.13,2021,8
2021-Aug,sector 76,26,3121,95792,29897.64,120,1149.91,496.0,50650.0,22.85,2021,8
2021-Aug,sector 77,31,3519,48262,14731.59,105,507.99,1330.0,128137.0,28.38,2021,8
2021-Aug,sector 78,1,38,21974,82.4,38,82.4,80.0,10117.0,65.77,2021,8
2021-Aug,sector 79,302,30868,49232,151968.32,102,503.21,672.0,64792.0,4.16,2021,8
2021-Aug,sector 80,167,18309,36306,66473.86,110,398.05,978.0,103335.0,2.73,2021,8
2021-Aug,sector 81,3,831,81051,6732.13,277,2244.04,92.0,22438.0,49.49,2021,8
2021-Aug,sector 82,5,765,77104,5897.67,153,1179.53,16.0,2503.0,6.83,2021,8
2021-Aug,sector 83,98,10774,43741,47126.61,110,480.88,547.0,62537.0,4.17,2021,8
2021-Aug,sector 84,6,803,85999,6903.12,134,1150.52,117.0,17414.0,9.53,2021,8
2021-Aug,sector 85,505,56437,24178,136454.51,112,270.21,9587.0,1020460.0,12.45,2021,8
2021-Aug,sector 86,155,15387,56832,87448.87,99,564.19,1239.0,140622.0,4.41,2021,8
2021_Aug,sector 87,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 88,40,4999,51950,25971.82,125,649.3,206.0,25354.0,3.18,2021,8
2021_Aug,sector 89,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021_Aug,sector 90,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Aug,sector 91,19,3364,41712,14030.19,177,738.43,127.0,30000.0,6.51,2021,8
2021-Aug,sector 92,115,13243,21490,28459.16,115,247.47,2873.0,363561.0,17.55,2021,8
2021-Aug,sector 93,64,7920,30917,24485.64,124,382.59,1750.0,206649.0,13.69,2021,8
2021-Aug,sector 94,67,7522,28621,21529.28,112,321.33,1471.0,160502.0,8.17,2021,8
2021_Aug,sector 95,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021_Aug,sector 96,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,8
2021-Sep,sector 1,36,3592,62064,22291.01,100,619.19,146.0,14931.0,1.17,2021,9
2021-Sep,sector 2,61,6739,17180,10974.17,108,186.0,1388.0,158472.0,18.7,2021,9
2021_Sep,sector 3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 4,102,12077,35775,43205.67,118,423.59,1439.0,184158.0,7.23,2021,9
2021_Sep,sector 5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 6,345,30493,22129,67477.42,88,195.59,4196.0,400003.0,10.28,2021,9
2021-Sep,sector 7,25,4384,37654,16508.7,175,660.35,252.0,34567.0,7.6,2021,9
2021-Sep,sector 8,21,2364,13640,3224.12,113,153.53,1440.0,196896.0,41.25,2021,9
2021-Sep,sector 9,7,2367,86407,20452.44,338,2921.78,63.0,8992.0,5.81,2021,9
2021_Sep,sector 10,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 11,26,3023,17231,5209.3,116,200.36,963.0,112865.0,26.5,2021,9
2021-Sep,sector 12,3,358,31139,1115.4,119,371.8,17.0,1989.0,1.28,2021,9
2021-Sep,sector 13,79,7645,44261,33835.92,97,428.3,694.0,67087.0,5.36,2021,9
2021-Sep,sector 14,2,480,82805,3974.64,240,1987.32,43.0,11618.0,24.74,2021,9
2021_Sep,sector 15,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 16,7,899,42308,3805.17,128,543.6,231.0,30844.0,8.73,2021,9
2021-Sep,sector 17,26,2925,43931,12847.56,112,494.14,596.0,62212.0,37.7,2021,9
2021-Sep,sector 18,72,7939,35876,28480.57,110,395.56,1475.0,139185.0,23.87,2021,9
2021_Sep,sector 19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 20,122,15422,44204,68169.41,126,558.77,445.0,54019.0,3.88,2021,9
2021-Sep,sector 21,9,1132,46059,5211.56,126,579.06,100.0,13283.0,10.77,2021,9
2021_Sep,sector 22,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 23,28,3695,62670,23157.92,132,827.07,274.0,34776.0,9.69,2021,9
2021-Sep,sector 24,18,1817,41819,7599.28,101,422.18,265.0,26250.0,5.45,2021,9
2021-Sep,sector 25,205,20440,25592,52308.08,100,255.16,1356.0,167704.0,7.72,2021,9
2021-Sep,sector 26,13,1897,48842,9266.81,146,712.83,364.0,34877.0,5.16,2021,9
2021-Sep,sector 27,18,2210,40503,8950.27,123,497.24,351.0,41170.0,12.59,2021,9
2021-Sep,sector 28,12,1659,54457,9032.71,138,752.73,430.0,47486.0,9.55,2021,9
2021-Sep,sector 29,85,9019,52331,47196.7,106,555.26,448.0,42379.0,5.97,2021,9
2021-Sep,sector 30,12,4097,72758,29806.0,341,2483.83,284.0,70285.0,12.34,2021,9
2021-Sep,sector 31,552,50338,14422,72596.7,91,131.52,3427.0,372383.0,9.49,2021,9
2021_Sep,sector 32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 33,18,881,39123,3446.75,49,191.49,10.0,2466.0,3.07,2021,9
2021-Sep,sector 34,31,4891,44139,21589.22,158,696.43,61.0,9846.0,1.69,2021,9
2021-Sep,sector 35,137,12765,24314,31035.55,93,226.54,1980.0,192257.0,9.07,2021,9
2021-Sep,sector 36,22,2212,49901,11036.01,101,501.64,259.0,25889.0,7.47,2021,9
2021-Sep,sector 37,20,3721,89834,33429.8,186,1671.49,217.0,48418.0,16.47,2021,9
2021-Sep,sector 38,11,1436,83785,12028.12,131,1093.47,265.0,34638.0,2.37,2021,9
2021-Sep,sector 39,2,361,14543,524.28,180,262.14,30.0,4674.0,8.2,2021,9
2021_Sep,sector 40,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021_Sep,sector 41,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 42,330,32250,27412,88404.64,98,267.89,1190.0,122338.0,5.87,2021,9
2021-Sep,sector 43,98,10655,57963,61758.14,109,630.19,609.0,63922.0,4.88,2021,9
2021-Sep,sector 44,69,13666,114533,156522.8,198,2268.45,136.0,29286.0,4.86,2021,9
2021-Sep,sector 45,58,7801,26319,20530.15,134,353.97,1821.0,225984.0,16.85,2021,9
2021-Sep,sector 46,67,12527,15125,18195.76,182,275.69,533.0,80152.0,7.92,2021,9
2021-Sep,sector 47,155,13863,26608,36887.39,89,237.98,2681.0,253912.0,9.82,2021,9
2021-Sep,sector 48,27,3553,46770,16617.37,132,615.46,784.0,150212.0,23.52,2021,9
2021_Sep,sector 49,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 50,220,20555,18047,37095.45,93,168.62,1861.0,177812.0,9.21,2021,9
2021-Sep,sector 51,212,23859,29242,69767.9,113,329.09,1512.0,165820.0,5.88,2021,9
2021_Sep,sector 52,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 53,1,92,42345,389.58,92,389.58,53.0,6182.0,59.99,2021,9
2021-Sep,sector 54,32,4419,59682,26370.52,138,824.08,605.0,82926.0,12.67,2021,9
2021-Sep,sector 55,868,85145,23341,198739.19,98,228.96,7633.0,790130.0,8.31,2021,9
2021-Sep,sector 56,78,6929,16347,11327.15,89,145.22,813.0,73165.0,7.62,2021,9
2021-Sep,sector 57,73,9191,32291,29679.48,126,406.57,1060.0,130831.0,7.45,2021,9
2021-Sep,sector 58,1,119,11232,133.66,119,133.66,13.0,1277.0,7.28,2021,9
2021-Sep,sector 59,29,3159,34196,10802.54,109,372.5,2480.0,247481.0,37.86,2021,9
2021-Sep,sector 60,124,12686,31654,40157.32,102,323.85,2106.0,206718.0,18.9,2021,9
2021-Sep,sector 61,189,18993,45711,86820.39,100,459.37,2794.0,316007.0,19.24,2021,9
2021-Sep,sector 62,29,3856,42089,16228.27,133,559.6,469.0,59580.0,22.8,2021,9
2021-Sep,sector 63,77,7974,83102,66268.32,104,860.63,240.0,25186.0,11.63,2021,9
2021-Sep,sector 64,11,1227,57068,7001.62,112,636.51,22.0,4811.0,4.15,2021,9
2021-Sep,sector 65,20,4246,77287,32814.38,212,1640.72,456.0,73027.0,14.18,2021,9
2021-Sep,sector 66,40,3943,51029,20118.59,99,502.96,1333.0,136927.0,8.18,2021,9
2021-Sep,sector 67,18,1906,29181,5560.38,106,308.91,1377.0,181418.0,81.23,2021,9
2021-Sep,sector 68,87,8319,15155,12606.47,96,144.9,2590.0,292539.0,21.29,2021,9
2021-Sep,sector 69,10,1566,16812,2632.23,157,263.22,724.0,97523.0,22.15,2021,9
2021-Sep,sector 70,8,869,13275,1153.49,109,144.19,424.0,49875.0,27.33,2021,9
2021-Sep,sector 71,32,3327,41484,13801.72,104,431.3,232.0,23891.0,2.93,2021,9
2021-Sep,sector 72,10,6149,14027,8625.28,615,862.53,257.0,79510.0,30.53,2021,9
2021-Sep,sector 73,12,1221,87228,10650.55,102,887.55,138.0,17611.0,12.47,2021,9
2021_Sep,sector 74,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 75,6,659,22404,1476.44,110,246.07,156.0,16201.0,21.1,2021,9
2021-Sep,sector 76,7,822,115474,9491.96,117,1355.99,512.0,53283.0,24.44,2021,9
2021-Sep,sector 77,120,13051,49678,64835.62,109,540.3,1203.0,114188.0,18.74,2021,9
2021_Sep,sector 78,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 79,62,5810,44314,25744.87,94,415.24,739.0,73419.0,6.91,2021,9
2021-Sep,sector 80,453,48505,36111,175154.93,107,386.66,1711.0,181675.0,5.7,2021,9
2021-Sep,sector 81,1,551,87210,4807.02,551,4807.02,90.0,21449.0,48.26,2021,9
2021_Sep,sector 82,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 83,83,9172,44609,40917.03,111,492.98,832.0,92956.0,6.82,2021,9
2021-Sep,sector 84,3,380,85275,3243.0,127,1081.0,118.0,17534.0,12.46,2021,9
2021-Sep,sector 85,915,96097,22887,219935.63,105,240.37,9766.0,1041315.0,13.03,2021,9
2021-Sep,sector 86,144,15586,55365,86294.14,108,599.26,1033.0,119823.0,4.25,2021,9
2021_Sep,sector 87,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 88,39,4664,49078,22257.28,119,585.72,200.0,25806.0,3.6,2021,9
2021_Sep,sector 89,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021_Sep,sector 90,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Sep,sector 91,23,2970,51759,15372.86,129,668.39,259.0,44281.0,9.92,2021,9
2021-Sep,sector 92,109,14622,22530,32943.62,134,302.24,4243.0,516923.0,27.98,2021,9
2021-Sep,sector 93,73,8588,28043,24084.48,118,329.92,1652.0,195031.0,16.76,2021,9
2021-Sep,sector 94,80,8397,26853,22547.49,105,281.84,1742.0,185717.0,12.38,2021,9
2021_Sep,sector 95,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021_Sep,sector 96,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,9
2021-Oct,sector 1,33,3251,53084,17255.42,99,522.89,135.0,13659.0,1.06,2021,10
2021-Oct,sector 2,67,7716,19392,14627.59,114,221.63,1345.0,153348.0,19.81,2021,10
2021_Oct,sector 3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 4,122,16064,36873,59230.44,132,485.5,1375.0,176474.0,8.6,2021,10
2021_Oct,sector 5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 6,222,19640,20594,40447.56,88,182.2,4185.0,397165.0,11.29,2021,10
2021-Oct,sector 7,39,7329,37628,27579.22,188,707.16,244.0,33517.0,6.11,2021,10
2021-Oct,sector 8,25,2622,10530,2760.95,105,110.44,1436.0,196122.0,42.36,2021,10
2021-Oct,sector 9,2,686,91207,6253.68,343,3126.84,62.0,8622.0,7.56,2021,10
2021-Oct,sector 10,62,5463,46674,25499.18,88,411.28,318.0,29276.0,14.4,2021,10
2021-Oct,sector 11,56,6300,16186,10197.3,113,182.09,1599.0,175906.0,38.75,2021,10
2021-Oct,sector 12,2,222,37153,824.79,111,412.4,15.0,1767.0,1.9,2021,10
2021-Oct,sector 13,116,10826,39464,42723.32,93,368.3,1099.0,108712.0,9.59,2021,10
2021-Oct,sector 14,4,1190,101201,12042.93,298,3010.73,32.0,8223.0,14.78,2021,10
2021_Oct,sector 15,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 16,6,820,101465,8320.17,137,1386.69,226.0,30152.0,10.2,2021,10
2021-Oct,sector 17,39,3910,42957,16797.03,100,430.69,586.0,61203.0,29.3,2021,10
2021-Oct,sector 18,61,5536,32067,17752.91,91,291.03,1910.0,181003.0,31.98,2021,10
2021_Oct,sector 19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 20,86,10361,44515,46121.78,120,536.3,398.0,48018.0,3.98,2021,10
2021-Oct,sector 21,2,179,65207,1167.2,90,583.6,99.0,13171.0,15.22,2021,10
2021_Oct,sector 22,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 23,24,2696,66448,17911.67,112,746.32,251.0,32041.0,10.06,2021,10
2021-Oct,sector 24,23,2445,49310,12056.43,106,524.19,532.0,54206.0,12.67,2021,10
2021-Oct,sector 25,195,18607,25536,47514.83,95,243.67,1342.0,166184.0,8.19,2021,10
2021-Oct,sector 26,24,2938,49832,14642.25,122,610.09,341.0,32030.0,7.89,2021,10
2021-Oct,sector 27,32,3998,42168,16859.6,125,526.86,343.0,40006.0,12.39,2021,10
2021-Oct,sector 28,19,2393,57319,13717.38,126,721.97,789.0,91543.0,30.58,2021,10
2021-Oct,sector 29,47,4878,52229,25476.91,104,542.06,794.0,73913.0,11.27,2021,10
2021-Oct,sector 30,11,2243,48016,10769.69,204,979.06,277.0,68981.0,13.32,2021,10
2021-Oct,sector 31,330,31101,16613,51668.93,94,156.57,3310.0,359252.0,10.66,2021,10
2021_Oct,sector 32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021_Oct,sector 33,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 34,22,3782,46060,17419.83,172,791.81,60.0,9687.0,2.1,2021,10
2021-Oct,sector 35,56,5280,22785,12030.97,94,214.84,2055.0,200530.0,11.75,2021,10
2021-Oct,sector 36,307,33059,54230,179275.37,108,583.96,2261.0,235698.0,28.1,2021,10
2021-Oct,sector 37,1,740,105454,7803.6,740,7803.6,216.0,48232.0,19.32,2021,10
2021-Oct,sector 38,46,5263,78036,41073.34,114,892.9,567.0,68686.0,6.84,2021,10
2021-Oct,sector 39,3,441,15258,672.86,147,224.29,27.0,4235.0,6.58,2021,10
2021_Oct,sector 40,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 41,1,110,41690,458.84,110,458.84,13.0,1307.0,11.87,2021,10
2021-Oct,sector 42,269,27281,27368,74663.65,101,277.56,1489.0,151147.0,6.26,2021,10
2021-Oct,sector 43,65,6741,57876,39011.76,104,600.18,546.0,57923.0,4.57,2021,10
2021-Oct,sector 44,82,17263,122274,211076.22,211,2574.1,127.0,27425.0,3.32,2021,10
2021-Oct,sector 45,70,8898,28092,24997.02,127,357.1,1777.0,220599.0,20.71,2021,10
2021-Oct,sector 46,124,15165,14735,20898.45,116,171.3,503.0,77270.0,7.34,2021,10
2021-Oct,sector 47,148,13982,25492,35643.51,94,240.83,3072.0,288992.0,12.02,2021,10
2021-Oct,sector 48,38,4182,46083,19271.61,110,507.15,961.0,167315.0,28.71,2021,10
2021_Oct,sector 49,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 50,159,14937,18897,28225.06,94,177.52,2359.0,219974.0,12.92,2021,10
2021-Oct,sector 51,201,22350,28858,64496.38,111,320.88,1445.0,158526.0,6.15,2021,10
2021_Oct,sector 52,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021_Oct,sector 53,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 54,39,5664,67996,38514.64,145,987.55,591.0,81635.0,12.54,2021,10
2021-Oct,sector 55,687,69736,22974,160214.68,102,233.21,8575.0,870904.0,9.86,2021,10
2021-Oct,sector 56,80,7247,17117,12405.34,91,155.07,786.0,71406.0,8.35,2021,10
2021-Oct,sector 57,82,9389,32295,30322.05,115,369.78,1457.0,171713.0,12.18,2021,10
2021_Oct,sector 58,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 59,63,6739,38370,25858.64,107,410.45,3169.0,326117.0,53.03,2021,10
2021-Oct,sector 60,195,19428,28592,55548.24,100,284.86,2382.0,233310.0,18.06,2021,10
2021-Oct,sector 61,210,20744,44359,92018.27,99,438.18,2848.0,323674.0,17.68,2021,10
2021-Oct,sector 62,34,4857,42350,20568.69,143,604.96,582.0,73829.0,24.69,2021,10
2021-Oct,sector 63,68,7304,82113,59973.35,107,881.96,198.0,20181.0,6.1,2021,10
2021-Oct,sector 64,4,705,50246,3543.21,176,885.8,19.0,4287.0,3.64,2021,10
2021-Oct,sector 65,14,2968,81306,24127.9,212,1723.42,451.0,71993.0,16.2,2021,10
2021-Oct,sector 66,53,5718,49377,28232.8,108,532.69,1303.0,133886.0,8.01,2021,10
2021-Oct,sector 67,18,2111,21038,4440.33,117,246.68,1361.0,179475.0,77.29,2021,10
2021-Oct,sector 68,325,32528,13708,44588.24,100,137.19,2840.0,319357.0,19.89,2021,10
2021-Oct,sector 69,21,2473,10879,2690.48,118,128.12,707.0,95539.0,24.02,2021,10
2021-Oct,sector 70,8,832,13552,1127.26,104,140.91,418.0,49293.0,32.98,2021,10
2021-Oct,sector 71,40,4118,41247,16984.55,103,424.61,526.0,51669.0,9.34,2021,10
2021-Oct,sector 72,1,124,10334,128.04,124,128.04,256.0,79386.0,38.76,2021,10
2021-Oct,sector 73,8,914,87954,8039.01,114,1004.88,126.0,16307.0,14.72,2021,10
2021_Oct,sector 74,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021_Oct,sector 75,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 76,3,254,124067,3155.51,85,1051.84,484.0,49456.0,25.03,2021,10
2021-Oct,sector 77,95,8694,51829,45057.97,92,474.29,1139.0,107686.0,15.06,2021,10
2021-Oct,sector 78,1,123,22407,275.61,123,275.61,79.0,9994.0,59.86,2021,10
2021-Oct,sector 79,294,38574,41410,159733.41,131,543.31,1086.0,108670.0,6.53,2021,10
2021-Oct,sector 80,279,30177,35576,107359.22,108,384.8,1491.0,157965.0,5.55,2021,10
2021_Oct,sector 81,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021_Oct,sector 82,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 83,99,11394,44697,50929.03,115,514.43,825.0,92095.0,7.54,2021,10
2021-Oct,sector 84,7,1098,120518,13233.21,157,1890.46,114.0,16865.0,14.12,2021,10
2021-Oct,sector 85,652,71476,24216,173087.56,110,265.47,10348.0,1101876.0,14.17,2021,10
2021-Oct,sector 86,152,15297,56638,86636.91,101,569.98,1112.0,126923.0,5.32,2021,10
2021_Oct,sector 87,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 88,20,2422,54398,13176.12,121,658.81,185.0,23989.0,3.89,2021,10
2021_Oct,sector 89,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021_Oct,sector 90,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Oct,sector 91,28,3091,45487,14060.59,110,502.16,906.0,110569.0,34.19,2021,10
2021-Oct,sector 92,132,15951,21892,34920.75,121,264.55,5357.0,609457.0,34.25,2021,10
2021-Oct,sector 93,57,6958,29271,20365.42,122,357.29,1792.0,209773.0,23.63,2021,10
2021-Oct,sector 94,81,8350,28413,23724.82,103,292.9,1690.0,180463.0,14.04,2021,10
2021_Oct,sector 95,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021_Oct,sector 96,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021,10
2021-Nov,sector 1,23,2225,50638,11267.58,97,489.89,153.0,16606.0,1.59,2021,11
2021-Nov,sector 2,51,5793,19458,11271.33,114,221.01,1307.0,149226.0,20.82,2021,11
