sector 1_new_house_transaction_amount,sector 2_new_house_transaction_amount,sector 3_new_house_transaction_amount,sector 4_new_house_transaction_amount,sector 5_new_house_transaction_amount,sector 6_new_house_transaction_amount,sector 7_new_house_transaction_amount,sector 8_new_house_transaction_amount,sector 9_new_house_transaction_amount,sector 10_new_house_transaction_amount,sector 11_new_house_transaction_amount,sector 12_new_house_transaction_amount,sector 13_new_house_transaction_amount,sector 14_new_house_transaction_amount,sector 15_new_house_transaction_amount,sector 16_new_house_transaction_amount,sector 17_new_house_transaction_amount,sector 18_new_house_transaction_amount,sector 19_new_house_transaction_amount,sector 20_new_house_transaction_amount,sector 21_new_house_transaction_amount,sector 22_new_house_transaction_amount,sector 23_new_house_transaction_amount,sector 24_new_house_transaction_amount,sector 25_new_house_transaction_amount,sector 26_new_house_transaction_amount,sector 27_new_house_transaction_amount,sector 28_new_house_transaction_amount,sector 29_new_house_transaction_amount,sector 30_new_house_transaction_amount,sector 31_new_house_transaction_amount,sector 32_new_house_transaction_amount,sector 33_new_house_transaction_amount,sector 34_new_house_transaction_amount,sector 35_new_house_transaction_amount,sector 36_new_house_transaction_amount,sector 37_new_house_transaction_amount,sector 38_new_house_transaction_amount,sector 39_new_house_transaction_amount,sector 40_new_house_transaction_amount,sector 41_new_house_transaction_amount,sector 42_new_house_transaction_amount,sector 43_new_house_transaction_amount,sector 44_new_house_transaction_amount,sector 45_new_house_transaction_amount,sector 46_new_house_transaction_amount,sector 47_new_house_transaction_amount,sector 48_new_house_transaction_amount,sector 49_new_house_transaction_amount,sector 50_new_house_transaction_amount,sector 51_new_house_transaction_amount,sector 52_new_house_transaction_amount,sector 53_new_house_transaction_amount,sector 54_new_house_transaction_amount,sector 55_new_house_transaction_amount,sector 56_new_house_transaction_amount,sector 57_new_house_transaction_amount,sector 58_new_house_transaction_amount,sector 59_new_house_transaction_amount,sector 60_new_house_transaction_amount,sector 61_new_house_transaction_amount,sector 62_new_house_transaction_amount,sector 63_new_house_transaction_amount,sector 64_new_house_transaction_amount,sector 65_new_house_transaction_amount,sector 66_new_house_transaction_amount,sector 67_new_house_transaction_amount,sector 68_new_house_transaction_amount,sector 69_new_house_transaction_amount,sector 70_new_house_transaction_amount,sector 71_new_house_transaction_amount,sector 72_new_house_transaction_amount,sector 73_new_house_transaction_amount,sector 74_new_house_transaction_amount,sector 75_new_house_transaction_amount,sector 76_new_house_transaction_amount,sector 77_new_house_transaction_amount,sector 78_new_house_transaction_amount,sector 79_new_house_transaction_amount,sector 80_new_house_transaction_amount,sector 81_new_house_transaction_amount,sector 82_new_house_transaction_amount,sector 83_new_house_transaction_amount,sector 84_new_house_transaction_amount,sector 85_new_house_transaction_amount,sector 86_new_house_transaction_amount,sector 87_new_house_transaction_amount,sector 88_new_house_transaction_amount,sector 89_new_house_transaction_amount,sector 90_new_house_transaction_amount,sector 91_new_house_transaction_amount,sector 92_new_house_transaction_amount,sector 93_new_house_transaction_amount,sector 94_new_house_transaction_amount,sector 95_new_house_transaction_amount,sector 96_new_house_transaction_amount,total_new_house_transaction_amount,yr_m
22453.37,21924.08,13339.64,125220.55,0.0,18061.64,3500.07,7415.33,22939.29,24380.64,10972.25,377.29,16362.37,8308.89,25169.0,18378.13,2089.02,37168.87,871.12,5282.38,75556.68,6454.4,21313.28,42240.78,33330.08,3778.28,2093.76,101039.59,20956.06,38136.17,22444.73,57624.22,1018.44,20120.47,5980.41,135398.37,0.0,16220.65,0.0,0.0,0.0,24063.03,9877.91,9251.74,51377.5,6905.07,27314.43,38029.03,0.0,37004.98,17416.91,0.0,0.0,48202.79,139357.91,2519.28,31234.75,113.13,11923.14,12381.35,57754.31,6583.33,727.94,5655.86,12018.17,115561.16,5251.14,31797.93,3699.29,2622.5,22970.62,778.99,0.0,0.0,292.41,5140.5,21741.61,199.93,68339.18,47141.07,15428.51,0.0,53713.21,5329.61,139275.37,29648.39,0.0,9043.05,12810.37,2977.11,11095.43,50386.55,16726.01,23083.11,0.0,0.0,2232685.91,"(2023, 2)"
35282.69,35247.41,30355.87,110978.45,2899.29,38058.56,9546.85,6969.65,25746.06,93886.3,14277.04,460.35,16486.11,17938.4,40073.58,38191.6,5477.75,48803.7,992.4,20352.42,83894.9,22196.93,44854.58,59684.72,68052.96,20985.11,4439.16,200302.2,40727.06,26233.61,26059.45,142911.91,8610.37,33707.48,12408.31,220448.92,7673.9,73020.62,715.48,0.0,0.0,40066.75,21808.81,11681.72,51584.0,11341.46,58498.63,71346.76,0.0,44012.5,31327.14,0.0,0.0,60635.34,235844.12,1928.79,62442.59,1515.65,27824.22,26347.31,97908.36,11709.66,2986.08,8187.92,11515.39,199387.18,4309.97,54570.74,7114.32,4222.49,43046.25,459.09,6581.69,0.0,993.58,30817.26,139986.54,0.0,98756.51,65005.17,12027.93,0.0,60677.77,1763.27,283480.76,32089.58,0.0,6352.06,1985.59,484.51,26915.27,89849.77,18033.58,38583.48,0.0,0.0,3806959.71,"(2023, 3)"
26226.17,14268.7,15842.61,76097.23,2897.34,27485.23,18135.4,9537.07,17298.64,77047.86,7261.7,383.11,14885.46,6299.09,33956.58,27445.26,4238.64,37115.65,578.19,12586.01,56902.01,32427.79,33923.89,91989.27,62650.89,30821.79,2447.61,142351.11,29520.41,25645.98,14224.93,54996.8,515.65,35472.58,13423.39,127824.27,13223.58,50645.05,0.0,459.35,0.0,15048.82,7891.5,10841.01,51963.97,6644.08,34664.28,55544.41,0.0,30706.53,22322.47,0.0,0.0,52197.65,141403.34,6275.04,47325.05,118.13,22345.14,26890.59,81031.26,10884.18,2024.19,2931.67,9988.38,172750.7,4892.34,25867.32,5901.56,964.25,23670.64,711.45,0.0,0.0,455.32,79021.21,89086.2,506.13,69316.82,50161.58,9734.52,238.41,32404.18,956.98,171589.05,42304.6,0.0,17211.7,37163.65,1230.33,15730.86,78439.53,20372.24,31220.22,0.0,0.0,2869995.7700000005,"(2023, 4)"
26991.68,9090.66,46022.61,87285.92,1513.9,24709.17,8783.34,9774.87,14856.71,63857.54,7208.59,0.0,15369.57,23142.16,140710.82,25508.7,6589.24,51744.97,326.31,10005.9,34722.34,35118.34,43093.35,64484.47,42909.64,25769.78,7276.98,167200.7,38499.9,3242.35,11404.69,23324.74,0.0,41626.95,16812.66,83557.27,11658.16,72878.5,0.0,0.0,0.0,19803.56,65374.61,16776.43,45259.15,10291.73,30185.01,55881.58,0.0,29294.13,28595.47,0.0,675.18,44891.22,111970.98,1864.6,35076.7,0.0,18043.63,27486.58,85842.45,8687.17,4462.6,7921.24,10632.46,133043.81,2632.16,30533.2,2840.34,1685.59,17377.35,1347.13,226.83,0.0,217.33,54436.06,84498.7,610.41,82385.37,49388.72,11608.73,0.0,45366.07,5235.69,196527.52,59781.94,0.0,5929.75,33571.21,1754.17,22433.1,48703.85,18546.59,31571.9,0.0,0.0,2898343.48,"(2023, 5)"
15355.75,6273.6,31365.18,83892.96,2210.77,20228.8,10150.1,6728.7,18058.08,45452.7,5371.59,0.0,12476.64,20712.71,207804.56,40672.6,3303.49,34573.81,1725.17,10692.56,35864.28,33810.66,44929.91,60271.97,34590.66,21158.37,10534.65,290365.15,29771.91,29517.27,8750.15,225714.25,0.0,38150.49,12225.39,78290.59,7952.52,69624.33,0.0,0.0,0.0,8589.21,51141.09,0.0,38883.0,7646.79,23071.76,41300.4,0.0,27141.51,21599.3,0.0,2404.81,71873.87,91206.93,1147.32,38818.67,0.0,9368.83,16415.1,76410.65,68920.42,3157.29,3933.03,11222.9,80002.64,1798.8,18720.01,2896.48,837.03,11939.03,152.83,1334.65,0.0,0.0,25707.56,80330.3,77.44,65013.77,37716.75,23737.97,0.0,89033.42,349.41,117076.79,76914.88,0.0,9278.07,10592.5,934.47,20604.24,30167.55,17673.75,26036.57,0.0,0.0,2971752.1100000003,"(2023, 6)"
5570.49,10149.17,14374.48,72745.09,7218.54,10919.23,7009.4,4513.82,16115.98,29218.82,4261.17,0.0,7176.45,9771.1,100393.58,28106.78,958.11,33021.57,3889.79,7097.82,24003.37,7714.24,40651.71,36795.15,31948.54,11035.32,1990.13,56955.84,16186.61,37309.71,12279.36,63633.05,0.0,22824.39,12173.39,71238.4,1954.37,48507.39,266.83,0.0,0.0,8760.1,60720.64,0.0,29550.62,7015.15,25757.56,35192.14,0.0,15750.91,24101.66,0.0,491.96,44391.3,60348.62,4275.47,30324.97,0.0,12197.92,14269.06,54676.44,9397.4,7295.6,8776.39,14242.1,110658.59,3264.17,14037.53,3864.56,627.94,7880.05,716.14,0.0,0.0,402.74,17669.98,52679.46,262.94,44195.94,35119.66,118037.48,0.0,62872.19,1303.38,104724.25,26021.71,0.0,5204.7,12304.19,0.0,15418.16,24649.78,21803.32,27431.24,0.0,0.0,2048665.3,"(2023, 7)"
13424.87,5343.52,28798.89,76274.44,4193.28,12193.34,5639.81,4856.86,14911.7,29882.57,5737.99,467.45,8931.97,20990.58,115903.24,43633.9,3325.89,29888.35,3231.28,9121.83,35715.16,21115.14,19840.93,31881.84,38789.33,17810.54,3660.41,67406.03,23081.63,23506.27,10077.41,45540.86,6502.32,25988.14,11485.25,68515.73,20040.35,144479.39,1201.6,0.0,0.0,8973.25,26057.27,263.84,36568.64,3602.89,23175.58,44295.05,0.0,18689.17,19067.91,0.0,1260.06,38845.55,58093.33,6059.26,25021.59,0.0,7705.22,12365.94,34800.14,13403.95,2963.71,1312.46,12081.33,56671.67,2618.24,11558.41,1858.38,2785.76,10596.1,826.03,0.0,0.0,676.01,15923.7,35678.44,610.51,63229.51,24452.54,50237.03,0.0,29815.38,0.0,109586.76,34000.48,0.0,7430.2,6802.35,282.31,11766.47,36169.39,23338.18,19632.81,0.0,0.0,2004542.8900000001,"(2023, 8)"
6073.04,4645.45,25522.9,70787.33,1993.03,15381.94,14512.88,3451.97,10718.16,43178.01,5283.75,0.0,6421.58,11388.37,233111.06,65384.66,4121.35,26632.52,1900.2,13540.82,53192.05,13123.76,20097.17,43025.43,38993.02,8865.93,7099.52,117784.56,31923.96,23175.47,9225.8,63718.94,10737.63,213177.78,7667.77,83452.07,2140.63,62434.54,0.0,0.0,0.0,7857.83,26075.42,2832.63,35887.33,3743.73,24193.14,44930.1,0.0,11937.89,25282.4,0.0,0.0,67128.26,175085.05,6932.31,28472.79,0.0,68799.91,13342.48,75830.22,16008.66,15897.98,5113.76,17501.2,79541.29,2432.29,13223.25,3227.85,4103.88,13868.02,3892.16,0.0,0.0,0.0,34056.45,53562.09,48649.66,78310.36,35431.93,44553.67,0.0,51164.98,609.34,106963.33,46260.3,0.0,6289.23,11926.78,309.22,25720.78,28294.63,19022.88,36695.86,0.0,0.0,2794848.37,"(2023, 9)"
13362.85,7521.07,30398.52,64412.87,2487.33,18729.18,17518.22,5813.94,14874.87,56411.04,5959.29,0.0,10537.76,10693.93,148771.08,33853.2,3280.97,28940.66,1781.53,9567.37,36181.44,29911.43,37735.8,75829.03,54739.21,12375.39,6784.97,136939.04,29439.32,52867.67,10628.72,40338.24,0.0,123389.88,6411.58,105643.43,1077.96,48658.12,524.19,0.0,0.0,5924.83,9752.93,0.0,43320.09,9328.58,43734.36,43239.46,0.0,19222.63,29003.53,0.0,0.0,73072.25,63483.84,731.4,35553.93,0.0,65287.1,18110.28,71043.78,42235.81,2991.63,9898.57,26270.94,74339.76,3296.4,21326.98,3926.26,1746.91,20088.01,2288.91,3171.09,0.0,210.67,53465.45,107959.2,33618.89,69618.5,44128.56,29332.8,0.0,89766.49,145.7,137587.04,46651.34,347.9,6236.11,6409.72,826.53,35236.94,26228.17,24130.41,43464.39,0.0,0.0,2792146.17,"(2023, 10)"
18562.89,9021.22,19008.98,75251.71,1461.79,27222.65,16810.84,6120.79,30073.12,52062.08,2621.63,473.26,8238.45,1096.77,88929.39,20180.1,5144.1,25501.02,858.4,8938.55,30586.17,20826.83,46671.44,44363.32,55259.29,6680.94,5386.28,56767.47,33069.22,34428.97,9050.56,51974.1,5669.29,80324.64,7421.13,88328.95,1818.77,40158.7,0.0,12916.73,0.0,9379.79,16026.78,12386.55,37349.15,3940.97,18940.41,31048.41,0.0,12395.05,13109.33,0.0,0.0,49161.62,71563.52,790.16,32011.15,0.0,32857.88,13554.33,81079.69,20945.41,4584.9,4844.89,14502.63,45429.49,3189.17,14857.58,1306.44,871.33,9280.3,0.0,6585.98,0.0,211.48,17880.16,76526.92,13132.07,58437.97,34979.87,54564.38,0.0,53834.58,0.0,125623.52,31004.27,0.0,4502.26,5825.99,0.0,20606.1,23342.44,17920.84,45291.86,0.0,0.0,2194958.16,"(2023, 11)"
21865.82,6331.51,29254.3,84715.36,3284.85,15593.11,24182.15,4186.83,10768.87,58425.68,2226.52,0.0,13240.49,11725.32,76086.72,42387.09,1570.65,20020.13,1084.08,10606.91,34158.37,55064.33,38365.37,66465.02,34041.69,11630.35,3603.04,54815.25,33172.01,30273.35,8915.81,271080.74,0.0,109758.01,6182.08,120727.48,4534.59,68594.15,2146.75,22388.43,0.0,7024.31,10832.86,0.0,33236.62,7589.51,27388.11,31692.7,0.0,13994.44,23270.46,0.0,728.01,53804.61,85991.63,2035.13,35108.02,0.0,25892.61,12970.33,86544.99,21193.01,4485.03,1230.71,18953.71,77533.97,2165.87,10779.39,3199.95,8856.01,10864.47,501.17,1523.31,0.0,479.72,19980.6,51834.13,23197.63,61329.31,61905.77,62609.69,923.38,63252.33,8932.39,143485.69,34065.15,607.95,1557.2,5848.72,9460.89,23145.19,30979.1,34226.93,57003.49,0.0,0.0,2727689.41,"(2023, 12)"
10025.79,9897.59,10841.93,47196.15,1459.79,10477.34,5572.32,11815.15,19987.72,15810.53,5313.07,0.0,3137.77,1486.93,96001.91,28226.89,3197.69,20435.58,254.56,5597.01,29155.75,10411.15,26707.45,35029.07,24164.64,5617.85,7129.78,18253.18,10530.1,43242.45,5537.59,49797.71,0.0,27376.85,7745.11,89025.17,6004.32,19737.29,551.32,0.0,0.0,4025.34,10537.29,0.0,26738.17,3172.44,27873.49,15604.05,0.0,12542.25,9752.05,0.0,0.0,42591.15,47862.4,2119.07,22575.85,0.0,16359.03,21220.78,47591.74,14925.85,6311.14,2127.79,13110.35,30609.74,4068.45,10637.31,1242.39,1154.6,4574.69,745.61,4406.27,0.0,0.0,25000.75,36967.53,14405.36,31700.08,25631.07,5716.39,0.0,45423.39,4263.06,88086.75,10644.56,238.81,3346.48,7871.97,4137.76,12889.27,24497.52,17859.61,24401.32,0.0,0.0,1510313.47,"(2024, 1)"
6276.4,3945.36,7759.01,25944.22,588.74,15701.2,2694.24,1592.07,16542.91,14655.68,1090.71,0.0,1282.14,8293.58,88013.18,13564.89,391.43,13345.57,408.01,3190.39,18418.0,10211.75,19569.51,24990.07,13806.39,7358.1,1355.01,14215.51,5187.78,3402.31,3421.55,32029.01,0.0,21983.7,2628.48,50881.38,10547.5,38111.61,0.0,4717.54,0.0,1419.55,12174.76,8810.96,11680.32,3275.71,7336.62,2921.3,0.0,3695.22,5475.79,0.0,0.0,70523.4,26990.23,197.64,13930.77,0.0,15180.36,8202.99,34225.2,5409.63,2293.76,2858.87,8420.62,13908.03,2592.24,7917.28,1092.17,345.03,3878.84,747.43,0.0,0.0,0.0,12818.19,64487.45,8545.98,17286.82,7892.17,16719.41,2467.42,27287.17,4221.27,60920.38,4809.54,0.0,336.76,0.0,4946.97,9817.83,13231.75,12561.48,9780.2,0.0,0.0,1061750.44,"(2024, 2)"
4605.35,7552.95,15716.51,71227.1,1847.74,12306.99,7058.38,7474.45,44942.29,44429.64,6894.46,471.48,1839.87,16138.03,77257.54,26817.1,391.21,36447.13,416.04,4643.11,22015.23,55954.9,34907.74,79000.74,30000.22,3940.01,4553.97,27233.5,21281.94,35305.92,6911.59,91638.97,61837.24,94926.72,6301.15,135338.66,8695.82,45286.08,1960.18,19777.88,0.0,4042.54,9152.55,0.0,19577.25,6241.3,11789.02,10174.94,0.0,20531.81,23769.75,0.0,546.68,72291.69,78790.84,3163.83,43060.4,87.61,23893.29,23600.07,81737.0,15241.31,2125.06,7348.9,21378.71,55108.54,10852.2,19870.94,2618.33,819.63,13504.48,672.38,0.0,0.0,0.0,14340.83,103877.16,17139.46,38435.5,17001.74,34427.53,0.0,45171.98,9190.91,91919.71,36496.39,0.0,4187.09,3559.14,9023.3,29480.26,38262.55,13316.18,21061.59,0.0,0.0,2284228.2,"(2024, 3)"
3622.08,3155.24,3248.82,64991.06,2712.24,19563.67,5948.29,6278.91,10381.5,52813.59,2705.45,0.0,4627.41,1091.5,129116.81,176137.43,764.6,22635.37,0.0,2872.14,39466.06,26072.83,26402.9,50708.92,22194.85,592.59,7479.27,20201.73,26685.47,22306.29,8360.53,75067.72,650.53,70338.4,10636.63,89914.1,3100.5,42644.66,0.0,4712.5,0.0,5334.2,15083.82,0.0,18721.71,8129.9,30203.45,21961.74,0.0,14383.94,32033.81,0.0,0.0,50651.82,77637.11,3604.11,22204.77,87.71,21143.52,11917.88,103039.8,9397.71,7639.52,25323.92,15603.29,33790.67,7183.84,13568.62,1167.92,833.02,8071.28,99.92,0.0,0.0,157.74,29918.2,105522.36,13443.22,36977.74,28878.42,18196.07,0.0,58535.38,5050.69,115694.08,31414.74,0.0,3111.67,2304.11,9620.56,11058.64,28710.57,13961.77,18301.26,0.0,0.0,2149878.81,"(2024, 4)"
4229.4,3833.23,1013.37,71032.65,500.49,17662.61,5503.58,2653.4,6260.85,54442.73,3909.29,312.98,1136.63,15804.29,128166.19,62713.45,1732.02,23939.38,0.0,2901.13,22163.84,20673.48,43196.64,69037.94,30741.22,0.0,11816.03,25727.7,29620.11,40994.54,8369.81,139923.39,2516.31,70632.12,7958.21,86219.16,18517.18,144143.47,0.0,32717.01,0.0,4820.58,25306.12,0.0,18076.98,8525.34,17214.38,18699.01,0.0,15100.1,23481.11,0.0,1844.29,53595.85,90223.49,3283.69,24479.11,251.97,11668.69,17299.11,105379.06,11052.98,13745.0,23708.36,15102.87,39061.9,4554.23,24124.34,2285.41,1196.85,7590.96,0.0,403.55,0.0,0.0,23596.95,64952.17,26187.2,54796.17,17678.65,16480.21,204.44,79786.92,4888.82,113103.5,48900.59,0.0,3594.45,0.0,7302.71,19585.34,28258.65,15912.65,18053.83,0.0,0.0,2338074.41,"(2024, 5)"
19445.53,16514.18,8205.64,98927.05,7173.01,19212.67,7392.0,2668.13,8505.78,77559.46,3690.76,205.25,1942.25,19689.92,159672.83,174456.56,388.65,36471.98,619.57,9425.96,32426.39,54092.17,50667.25,100706.52,29211.33,573.8,8931.75,27448.22,44136.34,24609.19,8611.17,272474.46,0.0,104073.02,19609.35,219513.2,4691.19,126933.04,0.0,16917.32,0.0,2286.26,9660.49,12330.15,26024.7,6751.84,20364.19,27032.18,0.0,27848.39,27227.69,0.0,248.78,89532.87,126508.18,2471.42,28687.93,392.73,30848.37,11374.99,160324.57,12735.32,8669.26,21483.56,14814.69,91557.51,3286.51,18111.59,3266.31,1580.49,13880.28,0.0,167.24,0.0,614.32,68569.88,63857.94,17400.74,49901.04,36294.2,23264.59,0.0,91746.71,12333.01,144743.97,53989.06,0.0,4703.33,2759.8,4538.17,54214.37,30980.74,15043.18,16515.1,0.0,0.0,3308731.5300000003,"(2024, 6)"
9295.32,2197.12,9428.29,83402.52,1575.97,12505.97,10583.38,4549.64,12885.18,42217.66,3633.94,0.0,2634.51,22390.07,88602.78,75468.66,382.68,24281.04,4874.1,7975.59,22308.76,22675.28,19067.25,73570.14,23898.33,8287.85,1372.25,46385.55,23959.58,50753.89,6642.26,32567.25,4303.79,84286.18,12114.17,153375.2,1521.17,45809.38,0.0,6666.02,0.0,305.28,10931.06,15830.7,235804.51,4346.11,30497.1,26009.47,0.0,17088.68,10072.91,0.0,0.0,49930.71,107929.62,2377.99,27227.86,96.84,32908.53,7665.94,100633.87,8285.83,7666.93,15455.8,9852.81,52495.74,1300.3,15537.23,1914.88,740.61,8621.02,81.94,0.0,0.0,411.96,26288.85,73168.26,25220.13,25674.69,14186.78,6597.01,0.0,67755.81,3474.1,137622.18,54903.12,0.0,3774.91,0.0,7631.6,32450.06,30804.74,22335.3,13389.41,0.0,561.19,2406309.09,"(2024, 7)"
